Steps,MeanDistance
363,17.70036115883243
364,18.42546855233476
365,15.149951080165916
366,18.408968943268018
367,16.68441147392335
368,18.81883720602961
369,16.5307565411563
370,16.2884279548249
371,17.528387863286575
372,16.833880566247174
373,17.1598001852713
374,16.888517380152294
375,17.086459516244627
376,17.026336117409173
377,17.289145772056347
378,16.782774802935116
379,16.084070969703262
380,17.197506149213176
381,18.49817837666163
382,15.414539536762236
383,17.253351141109473
384,17.69659954045421
385,18.8873739071413
386,17.30587618450994
387,17.94525790097158
388,18.454387776761838
389,17.476155096981113
390,17.576165358390533
391,19.192097666476837
392,17.811996778025847
393,15.264665894852687
394,18.094787668407704
395,17.908471827553303
396,17.45006399052264
397,16.502942750142093
398,18.16404380787785
399,16.716723479410934
400,17.82940118661519
401,16.95180169537138
402,17.44180384505192
403,17.131068210379674
404,19.2462457796855
405,16.87631273464612
406,18.838681668851834
407,18.752318666157173
408,18.846508404168667
409,17.76084552976442
410,17.46734518802223
411,19.264053348816002
412,16.77613365934711
413,16.594386771413316
414,16.904774658719
415,17.504276554965866
416,17.289926616906317
417,20.4890609629104
418,18.936909884599025
419,17.817277001530105
420,18.733564999746548
421,17.68668197491091
422,17.344064602761275
423,17.82669261364659
424,17.443592396351598
425,20.30158612379695
426,18.08642075699091
427,18.893270627448704
428,16.33363819106234
429,17.779397484453067
430,20.374544823806108
431,17.550543673355186
432,18.048707927092163
433,18.499074224145083
434,19.5741127662684
435,19.07514268401388
436,20.44284730572108
437,19.467954602529595
438,17.95089624021423
439,16.008172031291274
440,17.181869555888714
441,19.135508240247542
442,18.761529809372
443,19.546361031320977
444,18.11267345671398
445,19.115044373576843
446,20.509330786238753
447,18.953961448826135
448,19.275113174811068
449,19.163155559696676
450,19.73944533415608
451,19.54751345894362
452,18.222668670084616
453,18.8966355186362
454,19.608247155129845
455,20.143901289639356
456,17.989728716843874
457,18.55318223415096
458,18.339207293738284
459,16.791978203122742
460,19.81619286197735
461,17.97407023424961
462,20.959493809663442
463,18.881728832899658
464,20.104790139340363
465,18.81044353007917
466,19.5625018383382
467,19.50993499208132
468,20.671023458766363
469,19.092276045278815
470,20.535248929870043
471,20.327582961401177
472,19.686036345895875
473,19.615148456473047
474,18.86922849902516
475,17.85557724608969
476,20.208711818111315
477,17.594738396783146
478,19.584625918035815
479,20.798617346660137
480,20.079071292517536
481,19.021988179745055
482,17.69167435821819
483,18.337233570967154
484,20.65938213399362
485,18.084414210073696
486,19.290968012476863
487,18.9560973336851
488,20.49548771073261
489,19.750788234533427
490,20.892427755502375
491,21.039798532384435
492,18.78732694850694
493,20.831857074741958
494,19.686930692917063
495,19.56749925575967
496,19.475303034370533
497,21.9315223847599
498,22.789689239299907
499,17.648897584425598
500,19.983936650108273
501,20.173908343291238
502,21.994607671093842
503,22.612194630268544
504,18.878085257105116
505,20.406224687275547
506,19.264910934732978
507,20.066679249882963
508,19.803078598313945
509,20.059083981916505
510,19.72826666565808
511,19.669474773124737
512,19.411473815200218
513,21.216024802263526
514,20.8097261314771
515,19.259166924963292
516,19.173276303643313
517,18.08416403947785
518,19.775010644640435
519,20.837939443879897
520,19.622296376730844
521,19.089068695341375
522,20.81704018175512
523,20.82580717268144
524,18.502768727034614
525,24.572045069552384
526,19.394745641852303
527,18.55542716312184
528,21.66354258265098
529,21.57485686629635
530,20.814524460674004
531,20.104235938854256
532,20.542310715396184
533,19.109234153111295
534,21.30120186200418
535,20.27981159816011
536,19.070386676894525
537,19.467890621644813
538,20.205703462380836
539,20.337407151229407
540,22.624191132481275
541,21.952618597446904
542,21.69617786490769
543,20.039938605737586
544,21.66938645974763
545,20.82307181495231
546,22.063731316811445
547,22.733113936351767
548,22.718878941092942
549,18.857212031060637
550,20.879326808073838
551,22.648152597727552
552,20.963521202759743
553,20.688907281403257
554,20.285597194749837
555,21.933498023139578
556,18.527002538225087
557,18.945744173479557
558,21.196225202712036
559,22.462194685697103
560,19.398259317591112
561,20.911907924752207
562,21.56233667766475
563,21.55379254401425
564,19.980271854390107
565,21.938712486992593
566,23.650740948142246
567,23.53204599276308
568,23.65894361072803
569,23.064947094275475
570,20.2716506080691
571,22.944434240366334
572,21.841838531043766
573,23.446324328608316
574,24.14146002628445
575,21.32582221834395
576,21.67060377363252
577,22.736869818619684
578,23.12661606119246
579,20.881866270007848
580,19.99296260688651
581,24.17060097558731
582,21.69531192744041
583,22.855822091077066
584,22.327376405680827
585,20.152896277202515
586,21.697472918648234
587,19.20321257099599
588,21.28418944627267
589,23.58299857473838
590,22.457234088958135
591,22.432771288917582
592,20.895515034568653
593,20.61762015198841
594,23.102181597378856
595,19.744657555403876
596,21.557691995118823
597,21.867343193127688
598,22.659488020654965
599,20.71627201091515
600,22.16707303306367
601,20.543851741982884
602,20.11561045768793
603,21.006607609665473
604,21.71192044527908
605,21.20856563217391
606,26.144942736480104
607,20.414609871686505
608,21.747321555107874
609,22.36756220340238
610,22.079981351337324
611,21.755420143927342
612,20.337958930935528
613,21.225025998866183
614,23.41318755975784
615,19.915681147374894
616,23.4171384341505
617,21.06001371991781
618,22.06816462397088
619,25.390803695322923
620,21.648883863463407
621,21.576154342490856
622,23.62429837363455
623,23.32083627911469
624,22.149180675242015
625,21.509955278143803
626,22.43219881456649
627,24.703135758689434
628,21.260673693226728
629,22.592509288764486
630,22.985147119965273
631,22.352682460577416
632,22.31750657138756
633,20.609388210156098
634,22.417531630839754
635,21.72856987936967
636,20.529072822169788
637,21.92236509914905
638,23.274742739282942
639,23.045547670485675
640,22.291991482560334
641,23.86841531893909
642,24.595961809026345
643,23.978993995175788
644,21.88538839791654
645,22.567100608897217
646,21.343220521308872
647,20.760430917747318
648,21.767265184165186
649,22.82494525993901
650,23.221720802975934
651,21.883383852053193
652,22.897446326452254
653,23.524444757670057
654,19.77388310130092
655,23.602812026783774
656,21.43025001835427
657,19.236233940521835
658,23.46537349201288
659,23.74083101376931
660,23.317704560225707
661,22.842463284566026
662,22.955975055501348
663,22.706953500883856
664,23.637240644094298
665,24.502305911642033
666,21.478531540162564
667,24.378604790561806
668,24.78835731390372
669,24.880737205359893
670,22.463413841502522
671,22.19316323833234
672,23.487516953040238
673,21.70184700569427
674,24.0942795738322
675,21.364400017671485
676,23.253284353780476
677,21.30573395917903
678,23.33991443783139
679,23.2562747355657
680,22.513443664968044
681,22.177259093723126
682,22.03959270755858
683,23.403036491585954
684,24.009954815818244
685,21.30114692242596
686,24.08413163438153
687,22.893501843143746
688,25.07306840920571
689,24.772442162113588
690,22.83701782655991
691,22.537942597879592
692,24.414058311182284
693,22.479465117670696
694,23.623285200613545
695,21.603692531937902
696,24.827509575769664
697,22.804622648422882
698,24.118725934899455
699,21.95598969412951
700,23.72698531173179
701,25.022735298277844
702,22.554294337615627
703,23.031863534340054
704,24.262261441901128
705,24.109236686349643
706,24.118621045331217
707,24.08612085847296
708,24.20804084162108
709,21.18548703543793
710,21.74760404134359
711,23.1441008496775
712,23.851980796397395
713,25.46610395139351
714,24.571969800372553
715,22.07648519817216
716,22.685683032454612
717,23.60107450188242
718,21.34129382831392
719,24.9060696869151
720,23.49693724582386
721,23.79168069649279
722,26.08819177198631
723,20.958149035163405
724,22.98987322004435
725,24.56576963019353
726,26.14441935333088
727,24.94548609095194
728,24.76103165293297
729,22.49144937864304
730,24.444120529769428
731,22.78638756252867
732,24.41276917565666
733,24.705302213339152
734,21.686796832598997
735,23.288613454728512
736,23.279023769248553
737,25.788123751278974
738,22.713130500475803
739,26.28029152662224
740,25.19578793048465
741,25.16866451585861
742,20.917965533221167
743,23.35582906654337
744,22.034293970281105
745,21.161343970075105
746,23.32561028732758
747,23.96019623940084
748,24.70338909799302
749,25.903088598210463
750,20.469440510893552
751,25.055292851700806
752,24.805535163049335
753,25.96213185407347
754,23.765950915323607
755,23.426115498225673
756,23.207776874878252
757,26.002563038458096
758,28.086276470784888
759,24.39159862459506
760,22.505837362897104
761,26.937440118330834
762,26.131249937935426
763,24.13674536023199
764,20.306557132948836
765,24.467940588577303
766,25.056235599770854
767,23.8140927441527
768,24.776303042406287
769,22.38475516154731
770,24.46389857300385
771,26.480335325804745
772,25.838026216308357
773,25.086837376752676
774,24.50285382592945
775,23.22535529610677
776,26.378530923463526
777,23.79930187642281
778,24.399984459636677
779,25.748927061086263
780,23.03150563990028
781,26.787874186301718
782,25.575642103559446
783,26.06053288873017
784,28.932791004624956
785,23.778844119678084
786,25.440675893585137
787,25.692887706268504
788,26.75519395196584
789,25.68201958170894
790,24.989653026320045
791,27.79967403671909
792,25.614969992530483
793,24.08816951762383
794,22.978674110763237
795,26.79223093202122
796,27.313224553232182
797,25.93251450295801
798,24.158386880874218
799,27.678126286805046
800,25.5551166500815
801,25.28087683338242
802,24.794723428342063
803,25.58061700569471
804,23.987404798799563
805,24.01619834345691
806,23.45025003271518
807,26.637890423049747
808,24.72036992134401
809,25.97960086184926
810,23.20348135422008
811,26.49387497037699
812,26.260824753842076
813,23.856966951189293
814,26.69938061678069
815,25.598408961218247
816,25.97085251875888
817,26.43528745408306
818,25.12870784766523
819,26.22685194972733
820,21.096577884917206
821,25.78844518082623
822,23.302058473416086
823,23.418118594918763
824,24.031458888568245
825,24.54155082600121
826,24.257567415467985
827,23.28841096816
828,25.192280238881548
829,25.914321147599022
830,22.50362577538458
831,23.572365142430904
832,25.372031947540062
833,25.1727786151269
834,26.524099051881887
835,25.835670958862792
836,29.03530001668157
837,23.67063826803854
838,27.084337079933956
839,24.92873093996108
840,21.930405678965197
841,27.193108144393175
842,23.889644381055373
843,25.016367177220886
844,25.705687940169938
845,25.72735152857269
846,22.474586994055844
847,26.64247361047253
848,24.477170476481714
849,29.4550774129331
850,22.912926054525364
851,24.03244042596651
852,27.193307218520033
853,27.44309932996775
854,25.506914462479852
855,27.11939356847487
856,26.277257492741676
857,26.404653338719907
858,25.708466534722177
859,28.878462004609318
860,27.58256664077155
861,25.54243805505074
862,25.869721994783603
863,22.876440192538105
864,27.22137395487715
865,25.99239320309128
866,26.296094495136234
867,25.041306830530413
868,26.74788012792256
869,26.019230121057557
870,26.596220658229633
871,25.72068501636048
872,24.530168211251908
873,25.65683785957476
874,28.814981213554777
875,25.1763701317282
876,26.169056674931692
877,26.325316012012184
878,28.672150579941157
879,22.13121119405105
880,24.32630779379838
881,26.354643849804788
882,29.356154729163507
883,27.96188381203698
884,27.81090552527248
885,26.711014344409282
886,28.993874229562152
887,29.28289997034876
888,28.030218497088423
889,26.547962010928426
890,25.38879768562595
891,24.930940381276734
892,28.34173721059282
893,27.122446642850164
894,24.663752957189267
895,29.518845808761593
896,25.054189748829945
897,24.569635523072588
898,28.311524240660894
899,26.892457517581303
900,26.76744122026811
901,27.953474354543925
902,25.270294218541093
903,28.615453624589307
904,29.060609975115973
905,29.244889242601676
906,29.080080500445558
907,25.72473662998113
908,29.421800203751623
909,27.379268773330686
910,26.765075268128303
911,28.775880150033334
912,26.60649300131441
913,31.73751581954933
914,27.535311479395656
915,24.923503973340864
916,27.95608257968569
917,25.757776758053573
918,26.521415943762936
919,28.99908562183689
920,27.08710710495073
921,23.880994848316917
922,25.904925048841854
923,29.99954372420111
924,27.76658395036579
925,29.410479268631892
926,29.953602989305733
927,26.348981301691847
928,27.457021827326432
929,24.55593527923235
930,24.429075645559816
931,27.50977776807566
932,24.11187541970203
933,28.707825120536842
934,29.45809902828415
935,27.217358096003824
936,26.963718880526887
937,28.161075319217
938,27.606400876857776
939,26.573433659265017
940,27.913545385183234
941,22.964383996355252
942,28.437957980576876
943,28.5820931713162
944,26.331018258179608
945,28.768832593198127
946,24.41244686292363
947,27.544055724040994
948,24.895996844168188
949,29.917740353538036
950,26.48140817518795
951,26.54274534361748
952,24.09995885926106
953,32.39286697769936
954,28.20074606265904
955,27.159064097941442
956,28.75765142316752
957,28.22844899330712
958,26.876686787175625
959,28.122978664624103
960,29.724927283878507
961,27.53913441494757
962,28.482568115063568
963,28.80663195103985
964,25.881003913795
965,27.20179169130022
966,24.390103209741714
967,26.53226628633418
968,27.960148474898293
969,29.27950732506241
970,25.098922173723995
971,26.58829035127472
972,30.977743253537877
973,29.943658392442575
974,28.254510144484605
975,29.8981355049309
976,26.774170581363588
977,28.161076075027957
978,31.211062391297425
979,27.882234068886646
980,28.799475338657587
981,23.87918651721352
982,28.568223840633223
983,25.55298239044465
984,29.91422773692159
985,27.191472020328398
986,29.659403791056583
987,28.94675893323337
988,29.165913737930456
989,25.002971375857303
990,27.094370827062313
991,26.02670502931358
992,28.469889676180166
993,29.431900132769947
994,29.132690701664366
995,30.271842611586294
996,24.026421570156835
997,28.810345757866493
998,28.331290322226852
999,30.035840853059963
1000,28.504513989399484
